sample_id,replicate,start_quant,std_type,dilution,bd_load
RKS20917,1,0,genomic,1,0
RKS3869,2,5.48,genomic,1,26304.000000000004
RKS7705,1,0.03,genomic,1,144
RKS15919,1,0,genomic,1,0
RKS21227,1,1755.418,gblock,1,140433.44
RKS18832,2,1005,gblock,1,80400
RKS19661,1,1852.6354,genomic,1,8892649.92
RKS6403,1,27.16,genomic,1,130368
RKS20509,1,1649.5303,genomic,1,7917745.44
RKS20256,2,0,gblock,1,0
RKS11124,1,0.81,genomic,1,3888.0000000000005
RKS3261,1,0,genomic,1,0
RKS19356,1,0.5244,genomic,1,2517.12
RKS16757,1,0.25,genomic,1,1200
RKS21164,1,0,gblock,1,0
RKS2530,1,352.79,genomic,1,1693392
DBS096,1,0,genomic,1,0
DESO1517,1,2.43,genomic,1,11664
RKS6197,1,7.59,genomic,1,36432
RKS7589,1,0.17,genomic,1,816.0000000000001
RKS17089,1,0,genomic,1,0
YFS499,1,0,genomic,1,0
RKS18673,1,8.4075,genomic,1,40356
RKS10274,1,18.52,genomic,1,88896
RKS4090,2,0.42,genomic,1,2016
RKS14002,1,0,genomic,1,0
USGS1726,1,23.49,genomic,1,112751.99999999999
RKS5866,1,13.4,genomic,1,64320
RKS10544,1,0,genomic,1,0
RKS18863,1,54.6012,genomic,1,262085.76
RKS6116,1,0,genomic,1,0
RKS8872,1,0,genomic,1,0
RKS13304,1,8.53,genomic,1,40944
RKS20502,1,196.4802,genomic,1,943104.96
RKS1295,1,23.89,genomic,1,114672
RKS4771,1,0.15,genomic,1,720
RKS13689,1,0,genomic,1,0
SFZ2316,1,0,genomic,1,0
RKS4096,2,0.33,genomic,1,1584
SFZ1825,1,0,genomic,1,0
RKS10181,1,102.7,genomic,1,492960
RKS5225,1,0,genomic,1,0
RKS3823,1,0,genomic,1,0
RKS12024,1,34.81,genomic,1,167088
RKS9447,1,0.03,genomic,1,144
RKS8082,1,2.23,genomic,1,10704
RKS15200,1,0,genomic,1,0
RKS16184,1,0,genomic,1,0
RKS13556,1,0,genomic,1,0
RKS16670,1,0,genomic,1,0
RKS6424,1,1.5,genomic,1,7200
RKS13213,1,66.23,genomic,1,317904
RKS038,1,2.22,genomic,1,10656.000000000002
RKS21139,1,419,gblock,1,33520
OAZ1420,1,27844.1886,gblock,1,2227535.088
RKS4930,1,0,genomic,1,0
RKS19639,1,572.9413,genomic,1,2750118.24
RKS2182,1,0.04,genomic,1,192
RKS6172,1,3.32,genomic,1,15936
RKS4907,3,0,genomic,1,0
RKS18393,1,0,genomic,1,0
RKS9238,1,2.22,genomic,1,10656.000000000002
RKS9551,1,0,genomic,1,0
RKS13928,1,0.36,genomic,1,1728
DESO2565,1,0,genomic,1,0
RKS3541,1,0.93,genomic,1,4464
RKS12205,1,0,genomic,1,0
RKS15743,1,0,genomic,1,0
RKS18442,1,0,genomic,1,0
DESO1334,1,3.94,genomic,1,18912
RKS13267,1,12.24,genomic,1,58752
RKS17110,1,0,genomic,1,0
RKS9086,1,0.04,genomic,1,192
DBS111,1,0,genomic,1,0
RKS14960,1,1.5,genomic,1,7200
RKS2827,1,1.06,genomic,1,5088
RKS10537,1,0,genomic,1,0
RKS18889,1,0.0335,genomic,1,160.8
RKS1315,1,0.41,genomic,1,1967.9999999999998
DESO2570,1,0,genomic,1,0
DESO2071,1,12.77,genomic,1,61296
RKS18386,1,1.9455,genomic,1,9338.4
RKS13428,1,16.62,genomic,1,79776
RKS19654,1,748.9741,genomic,1,3595075.68
RKS16087,1,0,genomic,1,0
RKS13597,1,19.45,genomic,1,93360
RKS11092,1,413.91,genomic,1,1986768.0000000002
RKS7834,1,237.73,genomic,1,1141104
RKS19688,1,1167.9706,genomic,1,5606258.88
RKS21722,1,512941.7351,gblock,1,41035338.808
RKS12691,1,19.48,genomic,1,93504
RKS5204,1,183.04,genomic,1,878592
RKS10770,1,0,genomic,1,0
RKS6830,1,0,genomic,1,0
RKS11711,1,26.06,genomic,1,125088
RKS19733,1,19.8944,genomic,1,95493.12
SFZ1517,1,5.4534,genomic,1,26176.32
RKS4328,1,291.67,genomic,1,1400016
RKS2560,1,0,genomic,1,0
RKS14915,1,0,genomic,1,0
RKS2275,1,1.68,genomic,1,8064
OAZ1031,1,0,genomic,1,0
SFZ1670,1,0,genomic,1,0
RKS7614,1,0.04,genomic,1,192
SFZ2590,1,0,genomic,1,0
RKS13716,1,0,genomic,1,0
RKS11192,1,13.85,genomic,1,66480
RKS8442,1,0.35,genomic,1,1680
RKS13202,1,7.73,genomic,1,37104
RKS14769,1,0,genomic,1,0
RKS3736,2,16.29,genomic,1,78192
RKS21395,1,1132.2111,gblock,1,90576.888
RKS13954,1,0,genomic,1,0
RKS2934,1,0,genomic,1,0
RKS13419,1,20.65,genomic,1,99120
RKS1485,1,0,genomic,1,0
RKS5706,2,2.39,genomic,1,11472
RKS19852,2,555,gblock,1,44400
DBS705,1,0,gblock,1,0
RKS8067,1,6.15,genomic,1,29520
RKS19969,1,126.52,genomic,1,607296
RKS2511,1,0,genomic,1,0
RKS1178,2,22.56,genomic,1,108288
RKS19621,1,2745.3116,genomic,1,13177495.68
RKS17571,1,0,genomic,1,0
RKS3921,2,0,genomic,1,0
OAZ1280,1,0,genomic,1,0
RKS2493,1,0.76,genomic,1,3648
RKS7649,1,0.09,genomic,1,432
RKS11836,1,10.02,genomic,1,48096
RKS3927,2,13.42,genomic,1,64416
RKS15428,1,1.75,genomic,1,8400
RKS7071,1,0,genomic,1,0
SFZ2578,1,0,genomic,1,0
RKS12091,1,5.98,genomic,1,28704.000000000004
RKS18367,1,1.691,genomic,1,8116.8
DESO2562,1,0,genomic,1,0
RKS5786,1,0,genomic,1,0
RKS20556,1,0,gblock,1,0
RKS20297,2,548593,gblock,1,43887440
RKS3540,1,0.78,genomic,1,3744
SFZ2318,1,0,genomic,1,0
RKS4682,2,7.59,genomic,1,36432
SFZ1774,1,0,genomic,1,0
RKS14835,1,0,genomic,1,0
RKS6036,3,0.17,genomic,1,816.0000000000001
RKS11449,1,0,genomic,1,0
DBS421,1,0,genomic,1,0
RKS3948,1,0.96,genomic,1,4608
RKS3640,1,0,genomic,1,0
RKS18732,1,69.3637,genomic,1,332945.76
RKS2139,1,1.24,genomic,1,5952
RKS21028,1,30,gblock,1,2400
RKS7001,1,0.51,genomic,1,2448
RKS4472,1,0.39,genomic,1,1872
RKS2761,2,0.13,genomic,1,624
RKS9402,1,0.08,genomic,1,384
RKS19774,1,834.6853,genomic,1,4006489.44
RKS7026,1,233.67,genomic,1,1121616
RKS16735,1,0,genomic,1,0
RKS17545,1,0.1269,genomic,1,609.12
RKS13037,1,40.05,genomic,1,192240
RKS21534,1,0,gblock,1,0
RKS1601,1,0,genomic,1,0
RKS3813,3,0.63,genomic,1,3024
RKS1419,1,0,genomic,1,0
RKS21152,1,131,gblock,1,10480
RKS5894,3,0.83,genomic,1,3984
DESO2301,1,0.89,genomic,1,4272
DBS047,1,0,genomic,1,0
RKS8420,1,330.15,genomic,1,1584720
RKS2830,1,16.81,genomic,1,80688
DESO1058,1,0.22,genomic,1,1056
RKS16662,1,0.01,genomic,1,48
YFS525,1,0,genomic,1,0
RKS8044,1,31.71,genomic,1,152208
SFZ1072,1,7.6901,genomic,1,36912.48
RKS5863,3,0,genomic,1,0
RKS18478,2,31254,gblock,1,2500320
RKS14537,1,0,genomic,1,0
RKS12572,1,9.86,genomic,1,47328
RKS2173,1,0,genomic,1,0
RKS12885,1,8.95,genomic,1,42960
RKS4118,1,194.35,genomic,1,932880
RKS041,1,0,genomic,1,0
RKS15527,1,3.06,genomic,1,14688
RKS15507,1,1.55,genomic,1,7440
RKS4558,2,156.57,genomic,1,751536
RKS9955,1,0,genomic,1,0
RKS2780,1,0,genomic,1,0
SFZ1226,1,0,genomic,1,0
RKS14995,1,6.53,genomic,1,31344
RKS18153,1,0.3912,genomic,1,1877.76
RKS15164,2,0.04,genomic,1,192
SFZ1240,1,0,genomic,1,0
RKS18860,2,222,gblock,1,17760
RKS4018,1,0,genomic,1,0
RKS11735,1,16.15,genomic,1,77520
RKS18424,1,1.4747,genomic,1,7078.56
RKS5882,1,0,genomic,1,0
RKS6298,1,0.14,genomic,1,672.0000000000001
RKS5917,1,0,genomic,1,0
DBS343,1,0,genomic,1,0
RKS11245,1,50.32,genomic,1,241536
RKS8619,1,0,genomic,1,0
RKS16145,1,0,genomic,1,0
RKS6584,1,3.17,genomic,1,15216
RKS17458,1,0,genomic,1,0
RKS20864,1,14573,gblock,1,1165840
RKS14675,1,0.16,genomic,1,768
RKS19766,1,139.0318,genomic,1,667352.64
RKS21834,1,15.8996,gblock,1,1271.968
RKS8852,1,0,genomic,1,0
RKS3393,1,0,genomic,1,0
RKS2642,1,0,genomic,1,0
RKS7994,1,19.05,genomic,1,91440
RKS14359,1,25.02,genomic,1,120096
RKS3488,3,0,genomic,1,0
RKS1078,1,23.08,genomic,1,110783.99999999999
RKS5689,3,0.86,genomic,1,4128
RKS3709,3,7.55,genomic,1,36240
RKS3198,1,2.1,genomic,1,10080
SFZ1888,1,0,genomic,1,0
RKS4037,1,0,genomic,1,0
RKS17528,1,0.03,genomic,1,144
RKS19749,2,523832,gblock,1,41906560
RKS4213,1,0,genomic,1,0
RKS17194,1,0,genomic,1,0
RKS14920,1,0,genomic,1,0
RKS4844,1,0,genomic,1,0
RKS15009,1,2,genomic,1,9600
RKS18929,1,141.8396,genomic,1,680830.08
RKS14863,1,0,genomic,1,0
SFZ1133,1,47.7194,genomic,1,229053.12
RKS4660,1,73.7,genomic,1,353760
RKS17743,1,2.17,genomic,1,10416
RKS4816,1,0.06,genomic,1,288
RKS20150,1,379.6368,genomic,1,1822256.64
RKS9717,1,0,genomic,1,0
DBS118,1,0,genomic,1,0
RKS9905,1,0,genomic,1,0
RKS20415,1,213.8987,genomic,1,1026713.76
SFZ2335,1,0,genomic,1,0
RKS12622,1,9.93,genomic,1,47664
RKS14747,1,2.43,genomic,1,11664
RKS20179,1,0,gblock,1,0
SFZ1882,1,0,genomic,1,0
RKS6398,1,9.27,genomic,1,44496
RKS5691,2,0.06,genomic,1,288
RKS21933,1,27.7129,gblock,1,2217.032
RKS13252,1,0,genomic,1,0
RKS6422,1,0.17,genomic,1,816.0000000000001
RKS12515,1,10.26,genomic,1,49248
RKS3005,1,0,genomic,1,0
RKS1983,1,1.54,genomic,1,7392
RKS20254,1,0.015,genomic,1,72
RKS8989,1,0.32,genomic,1,1536
RKS3480,1,0.15,genomic,1,720
RKS16947,1,118.15,genomic,1,567120
RKS9653,1,0,genomic,1,0
RKS20006,1,0.31,genomic,1,1488
RKS9922,1,0.7,genomic,1,3360
RKS3786,1,0,genomic,1,0
RKS21505,1,72.8152,gblock,1,5825.216
USGS1580,1,0.03,genomic,1,144
RKS5468,1,306.54,genomic,1,1471392
RKS11459,1,0,genomic,1,0
RKS3795,2,0,genomic,1,0
RKS19701,2,527803,gblock,1,42224240
OAZ1028,1,0,genomic,1,0
RKS8307,1,46.36,genomic,1,222528
RKS19880,2,1867,gblock,1,149360
RKS3977,1,54.87,genomic,1,263376
RKS20757,1,0,gblock,1,0
RKS19959,2,46484,gblock,1,3718720
RKS18476,1,1274.6614,genomic,1,6118374.72
RKS10910,1,0,genomic,1,0
RKS6374,1,79.48,genomic,1,381504
RKS8110,1,133.7,genomic,1,641760
RKS11412,1,0,genomic,1,0
RKS1130,1,0,genomic,1,0
RKS20925,1,754,gblock,1,60320
RKS15649,1,0,genomic,1,0
RKS17059,1,0,genomic,1,0
RKS19853,2,125407,gblock,1,10032560
RKS14091,1,0,genomic,1,0
RKS14876,1,0,genomic,1,0
RKS13489,2,0,genomic,1,0
RKS20912,1,0,genomic,1,0
RKS11265,1,45.88,genomic,1,220224
RKS15815,1,0.09,genomic,1,432
RKS14488,1,0,genomic,1,0
RKS3229,1,2.69,genomic,1,12912
RKS2302,1,0.95,genomic,1,4560
RKS18121,1,0.3,genomic,1,1440
RKS6078,1,0,genomic,1,0
SFZ1211,1,0,genomic,1,0
RKS8088,1,2.32,genomic,1,11136
OAZ1320,1,0,genomic,1,0
RKS14998,1,2.61,genomic,1,12528
RKS5854,2,0.98,genomic,1,4704
RKS20039,2,6,gblock,1,480
RKS10023,1,0.37,genomic,1,1776
RKS9612,1,0.01,genomic,1,48
RKS6272,1,0,genomic,1,0
RKS2364,1,17.64,genomic,1,84672
RKS16764,1,24.17,genomic,1,116016.00000000001
RKS8730,1,0.14,genomic,1,672.0000000000001
RKS7010,1,0,genomic,1,0
RKS17285,1,0,genomic,1,0
RKS10272,1,79.45,genomic,1,381360
RKS5121,1,17.66,genomic,1,84768
RKS3737,3,0.48,genomic,1,2304
RKS7953,1,54.59,genomic,1,262032.00000000003
RKS4211,1,0,genomic,1,0
RKS11031,1,0.23,genomic,1,1104
RKS20062,1,242.5422,genomic,1,1164202.56
RKS13665,1,0,genomic,1,0
DESO1486,1,0.48,genomic,1,2304
RKS21096,1,1626,gblock,1,130080
RKS4894,1,0.06,genomic,1,288
DESO1946,1,0.19,genomic,1,912
RKS6664,1,11.98,genomic,1,57504
DBS349,1,0,genomic,1,0
RKS7504,1,0,genomic,1,0
RKS8046,1,22.98,genomic,1,110304
RKS16782,1,2.64,genomic,1,12672
RKS5383,1,0,genomic,1,0
RKS7244,1,0.13,genomic,1,624
RKS18109,1,4.34,genomic,1,20832
SFZ1684,1,0,genomic,1,0
RKS3483,1,4.22,genomic,1,20256
SFZ1817,1,0,genomic,1,0
RKS4278,4,0,genomic,1,0
RKS4233,1,0,genomic,1,0
RKS15337,1,59.38,genomic,1,285024
DESO2615,1,0.02,genomic,1,96
RKS16036,1,0,genomic,1,0
RKS3912,2,0.11,genomic,1,528
RKS16039,1,0,genomic,1,0
RKS1671,1,0,genomic,1,0
RKS20427,2,407,gblock,1,32560
RKS7764,1,0.26,genomic,1,1248
RKS12181,1,0.35,genomic,1,1680
RKS16185,1,0,genomic,1,0
RKS21705,1,4770.2187,gblock,1,381617.496
RKS7960,1,88.34,genomic,1,424032
RKS18474,2,431681,gblock,1,34534480
RKS6508,1,33.66,genomic,1,161567.99999999997
RKS3782,4,0.39,genomic,1,1872
SFZ2470,1,0,genomic,1,0
RKS7140,1,0,genomic,1,0
RKS5636,1,126.49,genomic,1,607152
RKS5141,1,11.14,genomic,1,53472
RKS20878,1,38,gblock,1,3040
RKS8346,1,0,genomic,1,0
RKS4068,1,0,genomic,1,0
RKS7762,1,0.08,genomic,1,384
RKS17265,1,0,genomic,1,0
RKS15896,1,0.04,genomic,1,192
SFZ1481,1,207.7601,genomic,1,997248.48
RKS12696,1,43.3,genomic,1,207840
RKS14650,1,0,genomic,1,0
RKS19765,1,227.31,genomic,1,1091088
RKS5660,1,0,genomic,1,0
RKS14673,1,0.85,genomic,1,4080
RKS5889,3,49.58,genomic,1,237984
RKS17467,1,0.02,genomic,1,96
RKS6495,1,7.1,genomic,1,34080
RKS17153,1,0,genomic,1,0
RKS10039,1,0.35,genomic,1,1680
RKS3639,1,0,genomic,1,0
RKS16652,1,0,genomic,1,0
RKS18240,1,2.31,genomic,1,11088
RKS12876,1,0,genomic,1,0
RKS9327,1,0.03,genomic,1,144
RKS14837,1,0,genomic,1,0
RKS5603,1,0.71,genomic,1,3408
RKS4014,1,0,genomic,1,0
RKS2373,1,6.32,genomic,1,30336
RKS11558,1,0,genomic,1,0
RKS11872,1,8.1,genomic,1,38880
RKS10881,1,85.83,genomic,1,411984
RKS15630,1,0,genomic,1,0
RKS11875,1,16.75,genomic,1,80400
RKS11811,1,2.83,genomic,1,13584
SFZ2706,1,0,genomic,1,0
RKS19402,1,4.7628,genomic,1,22861.44
RKS6948,1,0.34,genomic,1,1632.0000000000002
RKS11390,1,0,genomic,1,0
RKS7041,1,0,genomic,1,0
RKS20387,2,124113,gblock,1,9929040
RKS2545,2,3.86,genomic,1,18528
RKS17029,1,0,genomic,1,0
RKS5223,1,0,genomic,1,0
RKS8138,1,0,genomic,1,0
DESO2185,1,0.8,genomic,1,3840
RKS13288,1,4.6,genomic,1,22080
RKS15063,1,0.01,genomic,1,48
RKS21449,1,0,gblock,1,0
RKS2938,1,0,genomic,1,0
RKS3497,1,0.43,genomic,1,2064
SFZ2794,1,0,gblock,1,0
RKS5845,2,0,genomic,1,0
RKS20557,1,0,gblock,1,0
SFZ2658,1,0,genomic,1,0
RKS18096,1,0.14,genomic,1,672.0000000000001
RKS17311,1,0,genomic,1,0
RKS21109,1,810,gblock,1,64800
DESO1020,1,0,genomic,1,0
RKS10578,2,0.01,genomic,1,48
RKS5682,2,323.87,genomic,1,1554576
RKS11907,1,0.05,genomic,1,240
RKS3123,4,0,genomic,1,0
RKS15933,1,0,genomic,1,0
RKS9790,1,2787.2,genomic,1,13378560
DESO2504,1,0,genomic,1,0
RKS6005,1,0.02,genomic,1,96
RKS12496,1,528.57,genomic,1,2537136.0000000005
RKS17996,1,143.54,genomic,1,688992
RKS13464,1,0,genomic,1,0
RKS1052,1,0,genomic,1,0
RKS2747,2,0,genomic,1,0
RKS7575,1,1.41,genomic,1,6768
SFZ2204,1,0,genomic,1,0
RKS8921,1,0,genomic,1,0
SFZ2034,1,0,genomic,1,0
DBS307,1,0,genomic,1,0
RKS8111,1,62.19,genomic,1,298512
RKS14739,1,6.04,genomic,1,28992
RKS7212,1,0.03,genomic,1,144
RKS18464,1,0.2413,genomic,1,1158.24
USGS1073,1,0,genomic,1,0
RKS14524,1,0,genomic,1,0
DESO2262,1,0,genomic,1,0
RKS17420,1,0,genomic,1,0
RKS13244,1,0.01,genomic,1,48
RKS1963,1,0.17,genomic,1,816.0000000000001
DESO2166,1,0.05,genomic,1,240
RKS3732,1,81.89,genomic,1,393072
SFZ2730,1,0,genomic,1,0
OAZ1046,1,0,genomic,1,0
RKS6391,1,1.18,genomic,1,5664
RKS12717,1,45.46,genomic,1,218208
RKS4119,1,130.72,genomic,1,627456
RKS2153,1,0.36,genomic,1,1728
RKS3853,1,16.5,genomic,1,79200
OAZ1490,1,0,gblock,1,0
RKS17405,1,0,genomic,1,0
RKS5650,1,0.21,genomic,1,1008
RKS2440,2,0,genomic,1,0
RKS20038,2,159,gblock,1,12720
RKS5594,1,0.1,genomic,1,480
RKS3731,2,6.74,genomic,1,32352
RKS1496,1,0,genomic,1,0
RKS20919,2,0,gblock,1,0
RKS10450,1,0,genomic,1,0
RKS5881,2,0.14,genomic,1,672.0000000000001
RKS3654,2,0,genomic,1,0
RKS8394,1,0,genomic,1,0
SFZ1015,1,0,genomic,1,0
RKS15206,2,0,genomic,1,0
RKS4398,1,226.44,genomic,1,1086912
RKS16909,1,0,genomic,1,0
RKS3988,3,0.07,genomic,1,336.00000000000006
USGS1096,1,0.42,genomic,1,2016
SFZ1019,1,0,genomic,1,0
YFS328,1,0,genomic,1,0
RKS3446,3,0.04,genomic,1,192
RKS2386,1,0.79,genomic,1,3792
DESO1012,1,0.02,genomic,1,96
RKS2863,1,1.66,genomic,1,7968
RKS10908,1,0.03,genomic,1,144
RKS10607,1,5.01,genomic,1,24048
RKS4725,1,35.15,genomic,1,168720
RKS15241,1,0,genomic,1,0
RKS11247,1,129.8,genomic,1,623040
RKS10700,1,0,genomic,1,0
RKS15700,1,0,genomic,1,0
RKS18729,1,0.0253,genomic,1,121.44
RKS11400,1,0,genomic,1,0
RKS5161,1,0.02,genomic,1,96
SFZ1362,1,4.0071,genomic,1,19234.08
USGS1432,1,0.15,genomic,1,720
RKS7998,1,37.38,genomic,1,179424
RKS1239,1,1.13,genomic,1,5423.999999999999
RKS17008,1,0,genomic,1,0
RKS9915,1,0,genomic,1,0
RKS1630,3,0,genomic,1,0
CBSX035,1,29.59,genomic,1,142032
RKS3502,1,0.77,genomic,1,3696
RKS2430,2,0,genomic,1,0
RKS19545,1,0.0971,genomic,1,466.08
DBS190,1,0,genomic,1,0
OAZ1479,1,0,gblock,1,0
RKS5033,1,0.03,genomic,1,144
RKS4774,1,23.15,genomic,1,111120
RKS9483,1,1.62,genomic,1,7776.000000000001
RKS13271,1,1.5,genomic,1,7200
RKS10335,1,21.02,genomic,1,100896
RKS2765,1,0.29,genomic,1,1392
DBS228,1,0,genomic,1,0
RKS7580,1,0.09,genomic,1,432
DBS422,1,0,genomic,1,0
RKS10970,1,0.03,genomic,1,144
RKS6979,1,10.15,genomic,1,48720
SFZ1232,1,0,genomic,1,0
RKS8781,1,0.01,genomic,1,48
DESO2408,1,0,genomic,1,0
RKS3315,1,0,genomic,1,0
DESO1817,1,0.76,genomic,1,3648
RKS8429,1,10.4,genomic,1,49920
RKS4541,1,237.27,genomic,1,1138896
RKS8345,1,16.16,genomic,1,77568
SFZ1837,1,0,genomic,1,0
OAZ1387,1,0,genomic,1,0
RKS6974,1,0.03,genomic,1,144
DBS694,1,0,gblock,1,0
RKS4276,2,0,genomic,1,0
RKS3157,1,0,genomic,1,0
DESO1847,1,0.44,genomic,1,2112
RKS20779,1,0,gblock,1,0
RKS3815,2,0,genomic,1,0
RKS3306,1,0,genomic,1,0
RKS6014,1,0,genomic,1,0
RKS19407,2,4,gblock,1,320
RKS8647,1,0,genomic,1,0
RKS15110,1,0,genomic,1,0
SFZ2051,1,0,genomic,1,0
DESO2050,1,0.04,genomic,1,192
RKS3097,1,0.22,genomic,1,1056
RKS6601,1,1.04,genomic,1,4992
SFZ2617,1,0,genomic,1,0
RKS2987,1,0,genomic,1,0
RKS2329,1,0,genomic,1,0
RKS18609,1,0.734,genomic,1,3523.2
RKS13478,1,0,genomic,1,0
RKS9122,1,992.56,genomic,1,4764288
RKS1059,1,0,genomic,1,0
RKS15201,2,0,genomic,1,0
RKS3696,3,0.04,genomic,1,192
RKS3953,3,1.31,genomic,1,6288
RKS15751,1,0,genomic,1,0
RKS4919,1,0,genomic,1,0
RKS13633,1,0,genomic,1,0
RKS17975,1,2.2275,genomic,1,10692
RKS16351,1,0.44,genomic,1,2112
RKS18079,1,1.73,genomic,1,8304
RKS6074,1,0,genomic,1,0
RKS13082,1,4.02,genomic,1,19295.999999999996
RKS16869,1,0,genomic,1,0
RKS18822,2,0,gblock,1,0
RKS17740,1,2.44,genomic,1,11712
RKS17450,1,0,genomic,1,0
DESO1953,1,0.01,genomic,1,48
RKS8966,1,0,genomic,1,0
RKS3789,4,3.45,genomic,1,16560
RKS1364,1,0.5,genomic,1,2400
DESO2661,1,0.26,genomic,1,1248
RKS6463,1,0.04,genomic,1,192
RKS16528,1,0,genomic,1,0
RKS5409,1,3,genomic,1,14400
RKS9698,1,0.95,genomic,1,4560
RKS20657,1,0.4961,genomic,1,2381.28
RKS19870,1,0.5938,genomic,1,2850.24
RKS8271,1,0.75,genomic,1,3600
RKS13994,1,0,genomic,1,0
RKS7692,1,69.62,genomic,1,334176
RKS3820,2,13.48,genomic,1,64704
RKS20405,1,10.0578,genomic,1,48277.44
DESO2618,1,0.2066,genomic,1,991.68
RKS12108,1,155.87,genomic,1,748176
RKS3138,1,0,genomic,1,0
RKS1944,1,0.02,genomic,1,96
RKS3379,1,0,genomic,1,0
SFZ2325,1,0,genomic,1,0
RKS14126,1,0,genomic,1,0
RKS8461,1,0,genomic,1,0
RKS9554,1,5.07,genomic,1,24336
RKS7253,1,0.24,genomic,1,1152
YFS556,1,0,genomic,1,0
RKS16464,1,0.01,genomic,1,48
RKS7780,1,0,genomic,1,0
RKS17332,1,0,genomic,1,0
RKS2765,2,0.43,genomic,1,2064
RKS12364,1,51.6,genomic,1,247680
RKS4243,1,0,genomic,1,0
SFZ2769,1,34947.4897,gblock,1,2795799.176
RKS4870,1,20.46,genomic,1,98208
RKS19571,1,73.4733,genomic,1,352671.84
RKS7670,1,0.1,genomic,1,480
RKS3926,3,1.22,genomic,1,5856
RKS11348,1,0,genomic,1,0
RKS20175,1,0,gblock,1,0
RKS8209,1,0.01,genomic,1,48
RKS4102,2,1.92,genomic,1,9216
SFZ1073,1,2.7394,genomic,1,13149.12
RKS3662,3,0,genomic,1,0
RKS15840,1,0.29,genomic,1,1392
RKS20763,1,0,gblock,1,0
RKS1780,1,1.21,genomic,1,5808
RKS9759,1,0,genomic,1,0
RKS13358,1,0,genomic,1,0
RKS19799,2,24851,gblock,1,1988080
RKS4741,2,61.57,genomic,1,295536
RKS17213,1,0,genomic,1,0
RKS8914,1,0,genomic,1,0
RKS18880,2,5836,gblock,1,466880
RKS3760,1,0.37,genomic,1,1776
RKS20610,1,2.7984,genomic,1,13432.32
RKS16211,1,0,genomic,1,0
SFZ2759,1,277258.7844,gblock,1,22180702.752
OAZ1121,1,0,genomic,1,0
RKS3898,2,0.11,genomic,1,528
RKS14159,1,0,genomic,1,0
RKS20080,2,30710,gblock,1,2456800
RKS8971,1,0,genomic,1,0
RKS4058,1,0,genomic,1,0
SFZ1566,1,2.4615,genomic,1,11815.2
RKS7019,1,48.22,genomic,1,231456
RKS11176,1,0,genomic,1,0
OAZ1432,1,0,gblock,1,0
SFZ2375,1,0,genomic,1,0
RKS14505,1,0,genomic,1,0
RKS2930,1,0,genomic,1,0
RKS4710,2,400.12,genomic,1,1920576
RKS17305,1,0,genomic,1,0
RKS15070,2,0.09,genomic,1,432
RKS13235,1,0.19,genomic,1,912
RKS12004,1,0.43,genomic,1,2064
RKS3908,3,1.19,genomic,1,5712
RKS21820,1,30372.6819,gblock,1,2429814.552
RKS20732,1,0,gblock,1,0
SFZ2695,1,0,genomic,1,0
RKS2956,1,0,genomic,1,0
RKS4869,1,19.19,genomic,1,92112
RKS1947,1,0.81,genomic,1,3888.0000000000005
RKS20214,2,440127,gblock,1,35210160
RKS15596,1,0,genomic,1,0
RKS14137,1,0.11,genomic,1,528
RKS15828,1,2.39,genomic,1,11472
SFZ1189,1,0,genomic,1,0
RKS12137,1,7.45,genomic,1,35760
SFZ1931,1,0,genomic,1,0
RKS1625,1,0.11,genomic,1,528
DESO2585,1,0.2478,genomic,1,1189.44
RKS5810,1,0,genomic,1,0
DBS115,1,0,genomic,1,0
RKS20336,1,846.3893,genomic,1,4062668.64
RKS14022,1,0,genomic,1,0
RKS065,1,0,genomic,1,0
RKS7261,1,0.36,genomic,1,1728
DBS375,1,0,genomic,1,0
RKS13692,1,0,genomic,1,0
RKS19739,1,220.8672,genomic,1,1060162.56
RKS19776,1,560.3889,genomic,1,2689866.72
RKS17411,1,0,genomic,1,0
SFZ2307,1,0,genomic,1,0
RKS21868,1,0,gblock,1,0
RKS2700,1,0,genomic,1,0
RKS21000,1,25,gblock,1,2000
RKS20713,1,1792.5981,gblock,1,143407.848
RKS11272,1,223.76,genomic,1,1074048
RKS19406,2,22,gblock,1,1760
RKS4535,1,0,genomic,1,0
RKS4111,2,0.9,genomic,1,4320
RKS20230,1,3.201,genomic,1,15364.8
RKS1176,1,21.37,genomic,1,102576
RKS5996,3,3.16,genomic,1,15168
RKS15209,1,0.07,genomic,1,336.00000000000006
AJS4213,2,142.19,genomic,1,682512
RKS7631,1,1.19,genomic,1,5712
DESO1628,1,0,genomic,1,0
RKS10567,1,379.65,genomic,1,1822320
RKS5313,1,1.78,genomic,1,8544
RKS17164,1,0,genomic,1,0
RKS9544,1,6.58,genomic,1,31584
RKS12804,1,426.86,genomic,1,2048928
RKS19926,1,648.1482,genomic,1,3111111.36
RKS5126,1,0,genomic,1,0
RKS19953,1,4897.08,genomic,1,23505984
RKS20890,1,5,gblock,1,400
RKS6449,1,0.22,genomic,1,1056
RKS20275,1,2.69,genomic,1,12912
RKS15286,1,106.31,genomic,1,510288
RKS6036,2,0.14,genomic,1,672.0000000000001
SFZ1768,1,0,genomic,1,0
RKS14241,1,0,genomic,1,0
RKS11054,1,26.71,genomic,1,128208
RKS5078,1,5.13,genomic,1,24624
RKS12544,1,11.4,genomic,1,54720
