sample_id,replicate,start_quant,std_type,dilution,bd_load
RKS10260,1,0.06,genomic,1,288
DESO2660,1,0.11,genomic,1,528
RKS19995,2,14146,gblock,1,1131680
RKS4600,1,717.67,genomic,1,3444816
RKS17677,1,0,genomic,1,0
RKS8212,1,0.04,genomic,1,192
RKS18391,1,0,genomic,1,0
RKS5095,1,227.63,genomic,1,1092624
RKS2193,1,0,genomic,1,0
RKS1322,1,0.04,genomic,1,192
RKS8981,1,0,genomic,1,0
RKS20934,1,2365,gblock,1,189200
RKS14344,1,0,genomic,1,0
RKS8256,1,0.01,genomic,1,48
YFS338,1,0,genomic,1,0
RKS15564,1,0,genomic,1,0
RKS10813,1,0.1,genomic,1,480
RKS19729,2,2193,gblock,1,175440
RKS1443,1,2.97,genomic,1,14256.000000000002
DESO1940,1,2.9,genomic,1,13920
RKS7153,1,0,genomic,1,0
RKS19927,1,166.5157,genomic,1,799275.36
RKS2755,1,0,genomic,1,0
RKS10955,1,0.03,genomic,1,144
RKS5706,3,9.57,genomic,1,45936
RKS13493,2,0,genomic,1,0
RKS12979,1,282.91,genomic,1,1357968.0000000002
RKS20686,1,3.7415,genomic,1,17959.2
RKS7127,1,0,genomic,1,0
RKS2723,1,0,genomic,1,0
RKS17414,1,0,genomic,1,0
RKS7448,1,0,genomic,1,0
RKS2599,1,0.89,genomic,1,4272
RKS2321,1,9.52,genomic,1,45696
RKS4824,1,0,genomic,1,0
RKS3231,1,47.39,genomic,1,227472
OAZ1133,1,6.847,genomic,1,32865.6
RKS13253,1,5.77,genomic,1,27695.999999999996
RKS18813,1,1.5086,genomic,1,7241.28
RKS3179,1,0,genomic,1,0
OAZ1437,1,0,gblock,1,0
OAZ1144,1,0.3244,genomic,1,1557.12
RKS5991,3,0.38,genomic,1,1824
RKS4485,1,71.04,genomic,1,340992.00000000006
RKS15657,1,0,genomic,1,0
RKS17853,1,0,gblock,1,0
RKS3820,1,14.47,genomic,1,69456
RKS3072,1,6.14,genomic,1,29472
RKS3656,2,0,genomic,1,0
RKS14324,1,0,genomic,1,0
RKS20163,1,0,gblock,1,0
RKS3570,2,3,genomic,1,14400
RKS17004,1,0.18,genomic,1,864
RKS18266,1,15.25,genomic,1,73200
RKS16074,1,0,genomic,1,0
RKS13146,1,0,genomic,1,0
RKS10953,1,33.64,genomic,1,161472
RKS4280,2,0,genomic,1,0
SFZ1707,1,0,genomic,1,0
RKS5402,1,49.32,genomic,1,236736
RKS4269,3,0,genomic,1,0
RKS2625,1,0,genomic,1,0
RKS7168,1,0.15,genomic,1,720
RKS4459,1,0,genomic,1,0
RKS2912,1,0,genomic,1,0
USGS1830,1,0.17,genomic,1,816.0000000000001
RKS8782,1,0.01,genomic,1,48
RKS8684,1,7.05,genomic,1,33840
RKS14900,1,0,genomic,1,0
RKS11394,1,0,genomic,1,0
RKS9995,1,396.02,genomic,1,1900896
RKS1472,1,1.71,genomic,1,8208
RKS20130,1,98.1283,genomic,1,471015.84
RKS10408,1,52.71,genomic,1,253008
SFZ1836,1,0,genomic,1,0
RKS12251,1,28.74,genomic,1,137952
RKS1861,1,790.79,genomic,1,3795792
RKS7278,1,9.3,genomic,1,44640
RKS17835,1,0,gblock,1,0
RKS5973,3,0,genomic,1,0
RKS1634,1,317.73,genomic,1,1525104
RKS4496,2,185.83,genomic,1,891984.0000000001
RKS19681,2,396727,gblock,1,31738160
RKS8537,1,0.27,genomic,1,1296
RKS12860,2,0,genomic,1,0
RKS7267,1,0,genomic,1,0
SFZ1827,1,0,genomic,1,0
RKS9728,1,22.94,genomic,1,110112
RKS21625,1,1224.8553,gblock,1,97988.424
OAZ1155,1,3.4523,genomic,1,16571.04
RKS8531,1,0.18,genomic,1,864
DESO2428,1,3.13,genomic,1,15024
RKS15542,1,115.08,genomic,1,552384
RKS6537,1,0,genomic,1,0
RKS20783,1,0,gblock,1,0
RKS2714,1,42.46,genomic,1,203808
RKS4708,1,571.44,genomic,1,2742912.0000000005
RKS11652,1,16.36,genomic,1,78528
RKS17015,1,0,genomic,1,0
RKS2149,1,0,genomic,1,0
SFZ1702,1,0,genomic,1,0
RKS3993,3,0,genomic,1,0
RKS5957,1,0,genomic,1,0
RKS15088,2,0.02,genomic,1,96
RKS4598,1,0,genomic,1,0
RKS4932,1,0,genomic,1,0
RKS19968,1,443.1529,genomic,1,2127133.92
SFZ2570,1,0,genomic,1,0
DESO1723,1,0.34,genomic,1,1632.0000000000002
RKS16631,1,0.19,genomic,1,912
RKS1940,1,2.11,genomic,1,10128
SFZ1243,1,0,genomic,10,0
RKS5789,1,0,genomic,1,0
RKS9217,1,11.41,genomic,1,54768
RKS9541,1,11.04,genomic,1,52991.99999999999
RKS19479,1,1.6856,genomic,1,8090.88
RKS3781,2,0,genomic,1,0
RKS14414,1,383.99,genomic,1,1843152
RKS9116,1,4.13,genomic,1,19824
DESO2613,1,0,genomic,1,0
RKS15011,1,3.3,genomic,1,15840
RKS17454,1,0,genomic,1,0
RKS18627,1,5.2704,genomic,1,25297.92
RKS11769,1,106.67,genomic,1,512016
RKS6077,1,0,genomic,1,0
RKS5704,3,313.93,genomic,1,1506864
SFZ2562,1,0,genomic,1,0
RKS2734,1,0.29,genomic,1,1392
RKS14854,1,0,genomic,1,0
RKS4272,4,0,genomic,1,0
RKS21934,1,209.6602,gblock,1,16772.816
RKS2493,3,0.64,genomic,1,3072
RKS13284,1,3.9,genomic,1,18720
USGS1003,1,0.54,genomic,1,2592
RKS2999,1,0,genomic,1,0
RKS6225,1,0.65,genomic,1,3120
RKS1951,1,0.55,genomic,1,2640
RKS14461,1,81.84,genomic,1,392832
RKS6020,3,1.44,genomic,1,6912
RKS17431,1,193.91,genomic,1,930768
RKS11346,1,63.25,genomic,1,303600
RKS13944,2,10.54,genomic,1,50591.99999999999
RKS4945,1,0,genomic,1,0
RKS13525,1,5.01,genomic,1,24048
RKS9733,1,11.16,genomic,1,53568
RKS9075,1,0.03,genomic,1,144
RKS14004,1,0,genomic,1,0
USGS1031,1,0.11,genomic,1,528
RKS9405,1,4.08,genomic,1,19584
RKS17573,1,0.2579,genomic,1,1237.92
RKS13329,1,3.11,genomic,1,14928
RKS5190,1,53.72,genomic,1,257856
RKS4714,1,115.69,genomic,1,555312
SFZ2492,1,0,genomic,1,0
RKS6447,1,0.59,genomic,1,2832
RKS19908,1,2.3657,genomic,1,11355.36
USGS1102,1,0,genomic,1,0
RKS20019,1,0.0577,genomic,1,276.96
RKS1214,1,24.58,genomic,1,117983.99999999999
RKS3605,1,0,genomic,1,0
RKS20114,1,162.9118,genomic,1,781976.64
RKS17581,1,0.0346,genomic,1,166.08
RKS19373,2,6,gblock,1,480
RKS6607,1,0,genomic,1,0
RKS10364,1,17.27,genomic,1,82896
RKS19990,1,696.0903,genomic,1,3341233.44
RKS3927,1,15.77,genomic,1,75696
RKS3834,3,2.32,genomic,1,11136
RKS16085,1,0,genomic,1,0
RKS6232,1,0.04,genomic,1,192
RKS4781,1,0,genomic,1,0
RKS2367,1,2.65,genomic,1,12720
RKS11486,1,13.2,genomic,1,63360
RKS15254,1,35.47,genomic,1,170256
RKS11963,1,88.25,genomic,1,423600
RKS1952,1,93.24,genomic,1,447552
RKS12780,1,0,genomic,1,0
RKS18669,1,0.1924,genomic,1,923.52
RKS17575,1,0.21,genomic,1,1008
SFZ1115,1,23.013,genomic,1,110462.4
RKS1547,1,6.78,genomic,1,32544
OAZ1355,1,0,genomic,1,0
RKS7802,1,10.47,genomic,1,50256
RKS4509,2,29.68,genomic,1,142464
RKS1930,1,9.6,genomic,1,46080
RKS13234,1,0.37,genomic,1,1776
RKS5855,3,0.72,genomic,1,3456
RKS3050,1,0,genomic,1,0
RKS10554,1,0,genomic,1,0
RKS21936,1,18.5127,gblock,1,1481.016
SFZ1675,1,0,genomic,1,0
RKS4090,1,0.48,genomic,1,2304
RKS12953,1,21.64,genomic,1,103872
RKS19599,1,668.9796,genomic,1,3211102.08
RKS12476,1,2.28,genomic,1,10943.999999999998
RKS10248,1,16.54,genomic,1,79392
DESO2125,1,0,genomic,1,0
OAZ1377,1,0,genomic,1,0
RKS14114,1,0.02,genomic,1,96
RKS2436,3,6.06,genomic,1,29087.999999999996
RKS7588,1,1.02,genomic,1,4896
RKS3892,3,0.39,genomic,1,1872
RKS18542,1,0.5666,genomic,1,2719.68
RKS16010,1,0,genomic,1,0
RKS19707,2,228758,gblock,1,18300640
RKS16306,1,0,genomic,1,0
RKS5859,3,0.95,genomic,1,4560
RKS2251,1,22.93,genomic,1,110064
RKS11329,1,0,genomic,1,0
RKS035,1,70.48,genomic,1,338304
RKS11522,1,0,genomic,1,0
RKS13771,1,0,genomic,1,0
RKS15172,1,0,genomic,1,0
RKS21327,1,150.2081,gblock,1,12016.648
RKS4089,3,141.54,genomic,1,679392
RKS17127,1,0,genomic,1,0
RKS19458,1,4.0628,genomic,1,19501.44
RKS6963,1,0.03,genomic,1,144
RKS9424,1,0.02,genomic,1,96
RKS1347,1,0,genomic,1,0
RKS9505,1,45.46,genomic,1,218208
OAZ1174,1,0,genomic,1,0
RKS6910,1,0,genomic,1,0
RKS3969,1,53.12,genomic,1,254976
RKS10426,1,0,genomic,1,0
USGS1823,1,0.03,genomic,1,144
RKS6035,2,0,genomic,1,0
RKS1593,1,0,genomic,1,0
DESO2578,1,0,genomic,1,0
RKS17793,1,6.43,genomic,1,30864
RKS20272,1,0.4149,genomic,1,1991.52
DESO2628,1,0,genomic,1,0
RKS19578,1,0.0265,genomic,1,127.2
RKS16893,1,0,genomic,1,0
DBS030,1,0,genomic,1,0
RKS4922,1,0,genomic,1,0
RKS11110,1,0,genomic,1,0
RKS2832,1,0.14,genomic,1,672.0000000000001
RKS11638,1,0.02,genomic,1,96
RKS3210,2,62.73,genomic,1,301104
RKS13372,2,0,genomic,1,0
DESO1572,1,0.77,genomic,1,3696
RKS15871,1,0,genomic,1,0
RKS21697,1,0,gblock,1,0
RKS19810,2,95646,gblock,1,7651680
DESO1950,1,0.07,genomic,1,336.00000000000006
RKS8640,1,0,genomic,1,0
RKS18658,1,0.4898,genomic,1,2351.04
RKS4946,3,0,genomic,1,0
RKS21037,1,298,gblock,1,23840
RKS12991,1,10.46,genomic,1,50208.00000000001
RKS4448,1,0,genomic,1,0
RKS19378,2,1663,gblock,1,133040
RKS12283,1,0,genomic,1,0
SFZ1660,1,0,genomic,1,0
RKS8249,1,0,genomic,1,0
AJS4227,1,34.47,genomic,1,165456
RKS19744,2,314381,gblock,1,25150480
OAZ1159,1,0.0403,genomic,1,193.44
RKS2900,1,0,genomic,1,0
RKS5271,1,0.01,genomic,1,48
RKS18365,1,0.4243,genomic,1,2036.64
RKS13955,1,0,genomic,1,0
RKS7928,1,0,genomic,1,0
RKS20593,1,0.9163,genomic,1,4398.24
SFZ1102,1,10.242,genomic,1,49161.6
RKS14801,1,31.73,genomic,1,152304
RKS15079,1,0.06,genomic,1,288
RKS5040,1,83.2,genomic,1,399360
DESO1894,1,1.03,genomic,1,4944
MBJ026,1,0,genomic,1,0
RKS2804,1,0.51,genomic,1,2448
RKS3867,2,1.11,genomic,1,5328.000000000001
SFZ2499,1,0,genomic,1,0
RKS14069,1,27.15,genomic,1,130320
OAZ1154,1,1.4062,genomic,1,6749.76
RKS1245,1,0.31,genomic,1,1488
SFZ2033,1,0,genomic,1,0
RKS15071,1,0.08,genomic,1,384
DESO2099,1,0,genomic,1,0
RKS5171,1,0,genomic,1,0
DBS411,1,0,genomic,1,0
RKS10165,1,30.93,genomic,1,148464
OAZ1408,1,47.6802,gblock,1,3814.416
RKS6840,1,0,genomic,1,0
RKS4739,1,55.16,genomic,1,264768
RKS026,1,74.17,genomic,1,356016
RKS6394,1,0.02,genomic,1,96
DESO1126,1,0.01,genomic,1,48
RKS20171,1,0,gblock,1,0
RKS5847,1,0.35,genomic,1,1680
RKS20451,2,200416,gblock,1,16033280
RKS2502,2,4.61,genomic,1,22128
RKS17493,1,0,genomic,1,0
RKS16742,1,0,genomic,1,0
RKS15211,2,0.1,genomic,1,480
RKS12839,1,0,genomic,1,0
RKS17451,1,0.01,genomic,1,48
RKS15515,1,0.11,genomic,1,528
DBS388,1,9.8023,genomic,1,47051.04
RKS1096,1,0,genomic,1,0
RKS17993,1,3.48,genomic,1,16704
RKS16774,1,16.18,genomic,1,77664
RKS9805,1,1.62,genomic,1,7776.000000000001
RKS5696,2,0.38,genomic,1,1824
RKS10588,1,0,genomic,1,0
RKS14354,1,151.04,genomic,1,724992
RKS21853,1,0,gblock,1,0
SFZ2029,1,0,genomic,1,0
RKS14183,1,0,genomic,1,0
SFZ2615,1,0,genomic,1,0
RKS6443,1,3.99,genomic,1,19152
RKS4692,1,180.69,genomic,1,867312
SFZ1841,1,0,genomic,1,0
RKS4543,3,23.63,genomic,1,113424
SFZ1158,1,20.5179,genomic,1,98485.92
SFZ1174,1,54.9357,genomic,1,263691.36
SFZ1366,1,7.1189,genomic,1,34170.72
RKS11433,1,0,genomic,1,0
RKS19957,2,342790,gblock,1,27423200
RKS3587,1,1.27,genomic,1,6096
DESO2465,1,0,genomic,1,0
RKS18617,2,352619,gblock,1,28209520
RKS18445,1,0,genomic,1,0
RKS21775,1,356.4556,gblock,1,28516.448
SFZ2132,1,0,genomic,1,0
RKS17520,1,0.02,genomic,1,96
RKS13030,1,6.08,genomic,1,29184
RKS7185,1,0.01,genomic,1,48
RKS4367,1,0,genomic,1,0
DBS331,1,0,genomic,1,0
RKS15939,1,0,genomic,1,0
RKS5711,3,77.8,genomic,1,373440
RKS3853,3,16,genomic,1,76800
RKS1817,1,0,genomic,1,0
RKS2914,1,0,genomic,1,0
RKS21557,1,7917.4861,gblock,1,633398.888
RKS8862,1,0,genomic,1,0
RKS18784,1,0.0462,genomic,1,221.76
RKS11068,1,0.01,genomic,1,48
RKS21789,1,969.5384,gblock,1,77563.072
OAZ1394,1,24462.689,gblock,1,1957015.12
RKS2757,2,0.06,genomic,1,288
RKS6708,1,0.04,genomic,1,192
SFZ1622,1,0,genomic,1,0
RKS5608,1,0,genomic,1,0
RKS10153,1,27.51,genomic,1,132048
DESO2103,1,168.87,genomic,1,810576
YFS516,1,0,genomic,1,0
RKS14257,1,0,genomic,1,0
RKS16068,1,0,genomic,1,0
RKS10819,1,1.52,genomic,1,7296
RKS21710,1,4535.8094,gblock,1,362864.752
RKS5255,1,0,genomic,1,0
RKS11980,1,0.09,genomic,1,432
RKS10292,1,55.01,genomic,1,264048
RKS9787,1,0,genomic,1,0
RKS3955,2,1.11,genomic,1,5328.000000000001
RKS6896,1,1.98,genomic,1,9504
SFZ1715,1,0,genomic,1,0
RKS6335,1,332.76,genomic,1,1597248
SFZ1230,1,0,genomic,1,0
RKS2920,1,0,genomic,1,0
SFZ2561,1,0,genomic,1,0
RKS3521,2,0.55,genomic,1,2640
RKS14860,1,0,genomic,1,0
RKS3836,1,3.36,genomic,1,16128
RKS11689,1,739.18,genomic,1,3548063.9999999995
RKS2545,1,4.36,genomic,1,20928
RKS18175,1,3.132,genomic,1,15033.6
RKS1044,1,3.76,genomic,1,18048
RKS11368,1,0,genomic,1,0
RKS19730,1,179.5461,genomic,1,861821.28
RKS4497,2,36.56,genomic,1,175488
RKS8635,1,0,genomic,1,0
RKS17197,1,0,genomic,1,0
RKS18004,1,14.43,genomic,1,69264
OAZ1205,1,0.7604,genomic,1,3649.92
RKS9030,1,0,genomic,1,0
RKS15435,1,5.42,genomic,1,26016
RKS13475,1,0,genomic,1,0
DESOJ2Bd,1,1.37,genomic,1,6576.000000000001
DESO1776,1,0.16,genomic,1,768
RKS17117,1,0,genomic,1,0
RKS15066,2,0.23,genomic,1,1104
RKS8499,1,53.11,genomic,1,254928
RKS11025,1,0.92,genomic,1,4416
RKS15632,2,0,genomic,1,0
RKS1595,1,0,genomic,1,0
SFZ2063,1,0,genomic,1,0
RKS8411,1,1.17,genomic,1,5616
RKS20186,1,0,gblock,1,0
RKS14567,1,0,genomic,1,0
RKS14885,1,0,genomic,1,0
DESO1037,1,0,genomic,1,0
RKS11057,1,5.22,genomic,1,25056
SFZ2691,1,0,genomic,1,0
RKS3954,3,0.35,genomic,1,1680
RKS11668,1,10.83,genomic,1,51984
RKS9237,1,42.4,genomic,1,203520
RKS21379,1,204.6801,gblock,1,16374.408
RKS11285,1,126.02,genomic,1,604896
RKS3903,2,0.29,genomic,1,1392
USGS1734,1,0.51,genomic,1,2448
RKS8569,1,8.43,genomic,1,40464
RKS18575,1,7.0649,genomic,1,33911.52
SFZ2339,1,0,genomic,1,0
DESO1323,1,0,genomic,1,0
DESO2433,1,0,genomic,1,0
RKS9768,1,0,genomic,1,0
USGS1390,1,3.72,genomic,1,17856
DESO1506,1,0.06,genomic,1,288
RKS16304,1,0,genomic,1,0
RKS12661,1,108.81,genomic,1,522288
RKS11880,1,17.05,genomic,1,81840
RKS8660,1,0.8,genomic,1,3840
RKS11978,1,0.1,genomic,1,480
RKS19338,1,0.1507,genomic,1,723.36
RKS4365,1,0,genomic,1,0
DESO1326,1,0,genomic,1,0
DBS001,1,0,genomic,1,0
RKS18675,1,8.6565,genomic,1,41551.2
RKS6535,1,0.02,genomic,1,96
RKS17452,1,0,genomic,1,0
RKS8994,1,0,genomic,1,0
RKS4995,1,20.42,genomic,1,98016.00000000001
DESO2386,1,0.06,genomic,1,288
USGS1672,1,0.05,genomic,1,240
RKS14020,1,0,genomic,1,0
RKS2669,1,0,genomic,1,0
RKS3818,2,0.88,genomic,1,4224
RKS15508,1,0.43,genomic,1,2064
RKS20626,1,8.697,genomic,1,41745.6
DESO2080,1,0,genomic,1,0
RKS20026,2,908,gblock,1,72640
SFZ1558,1,7.9599,genomic,1,38207.52
DESO1969,1,0,genomic,1,0
RKS3552,2,0.26,genomic,1,1248
RKS17796,1,4.37,genomic,1,20976
SFZ2612,1,0,genomic,1,0
YFS190,1,0.05,genomic,1,240
RKS19950,1,132.21,genomic,1,634608
RKS11461,1,0,genomic,1,0
RKS15191,2,0,genomic,1,0
RKS18568,1,17.1085,genomic,1,82120.8
RKS7663,1,27.85,genomic,1,133680
RKS14728,1,21.45,genomic,1,102960
RKS2937,1,0,genomic,1,0
RKS15622,2,0,genomic,1,0
USGS1716,1,0.38,genomic,1,1824
RKS8338,1,0.11,genomic,1,528
DESO2404,1,0.01,genomic,1,48
RKS18559,1,0.5336,genomic,1,2561.28
RKS1546,1,0.11,genomic,1,528
DESO2441,1,0.29,genomic,1,1392
RKS3798,1,0,genomic,1,0
RKS19988,2,39277,gblock,1,3142160
RKS10135,1,28.81,genomic,1,138288
DESO1077,1,0,genomic,1,0
RKS2352,1,9.83,genomic,1,47184
RKS4949,3,0.3,genomic,1,1440
RKS17934,1,0.4563,genomic,1,2190.24
RKS4544,1,0,genomic,1,0
RKS11474,1,27.82,genomic,1,133536
RKS13096,1,2.4,genomic,1,11520
RKS20433,2,252,gblock,1,20160
RKS3928,2,16.07,genomic,1,77136
RKS5097,1,19.87,genomic,1,95376
RKS1025,1,0,genomic,1,0
SFZ1641,1,0,genomic,1,0
RKS18925,1,0.0796,genomic,1,382.08
RKS11010,1,24.89,genomic,1,119472
RKS8568,1,0.04,genomic,1,192
RKS8549,1,0.01,genomic,1,48
OAZ1134,1,12.8123,genomic,1,61499.04
RKS5792,1,0,genomic,1,0
RKS11627,1,2.84,genomic,1,13632
DESO1569,1,0.74,genomic,1,3552
RKS1890,1,0.99,genomic,1,4752
RKS21019,1,30,gblock,1,2400
SFZ1734,1,0,genomic,1,0
RKS3383,1,371.92,genomic,1,1785216
USGS1817,1,0,genomic,1,0
RKS19709,1,400.5484,genomic,1,1922632.32
RKS17440,1,0,genomic,1,0
RKS8525,1,7.49,genomic,1,35952
RKS9927,1,0.71,genomic,1,3408
OAZ1012,1,0,genomic,1,0
SFZ2655,1,0,genomic,1,0
RKS2410,1,2.51,genomic,1,12047.999999999998
RKS15466,1,0.38,genomic,1,1824
RKS11501,1,0,genomic,1,0
RKS11137,1,0,genomic,1,0
RKS9704,1,0.85,genomic,1,4080
RKS11491,1,0,genomic,1,0
RKS15696,1,119.41,genomic,1,573168
RKS5796,1,0,genomic,1,0
RKS18218,1,2.61,genomic,1,12528
RKS6122,1,0,genomic,1,0
RKS15712,1,0,genomic,1,0
RKS8317,1,22.66,genomic,1,108768
RKS20515,1,538.5096,genomic,1,2584846.08
RKS20543,1,0,gblock,1,0
RKS15200,2,0.04,genomic,1,192
RKS10582,2,0.02,genomic,1,96
RKS5964,1,16.85,genomic,1,80880
RKS13242,1,1.55,genomic,1,7440
RKS5314,1,1,genomic,1,4800
RKS15345,1,0,genomic,1,0
RKS3781,4,2.28,genomic,1,10943.999999999998
RKS1174,2,0,genomic,1,0
RKS20236,1,158.8734,genomic,1,762592.32
RKS20299,1,620.6642,genomic,1,2979188.16
RKS17351,1,0,genomic,1,0
RKS6949,1,0.24,genomic,1,1152
RKS7544,1,0.02,genomic,1,96
RKS7321,1,0,genomic,1,0
RKS13373,1,0,genomic,1,0
RKS8297,1,2.05,genomic,1,9840
SFZ1881,1,0,genomic,1,0
RKS1077,1,0,genomic,1,0
RKS18220,1,0.51,genomic,1,2448
RKS8204,1,0.1,genomic,1,480
RKS12714,1,71.92,genomic,1,345216
OAZ1366,1,0,genomic,1,0
RKS2591,1,0.15,genomic,1,720
RKS2060,1,0,genomic,1,0
RKS12386,1,5.55,genomic,1,26640
RKS20162,1,0,gblock,1,0
RKS17704,1,0.3,genomic,1,1440
SFZ2233,1,0,genomic,1,0
RKS3175,1,0,genomic,1,0
RKS18125,1,1.16,genomic,1,5568
RKS11204,1,9.82,genomic,1,47136
DESO2553,1,0,genomic,1,0
RKS17274,1,0.37,genomic,1,1776
RKS4619,2,0,genomic,1,0
RKS2494,2,0.19,genomic,1,912
AJS4218,1,12.01,genomic,1,57648
SFZ2100,1,0.0272,genomic,1,130.56
RKS10827,1,0.92,genomic,1,4416
USGS1033,1,0.03,genomic,1,144
RKS18400,1,0,genomic,1,0
RKS1877,1,0,genomic,1,0
RKS046,1,1.12,genomic,1,5376.000000000001
RKS5727,1,2.98,genomic,1,14304
RKS14067,1,1.17,genomic,1,5616
RKS11080,1,0.8,genomic,1,3840
RKS5848,3,1.32,genomic,1,6336
RKS15174,1,0.16,genomic,1,768
RKS2427,1,0.18,genomic,1,864
RKS18236,1,0.07,genomic,1,336.00000000000006
RKS5439,1,0,genomic,1,0
RKS3905,2,15.43,genomic,1,74064
OAZ1065,1,7.1964,genomic,1,34542.72
RKS3543,1,0.12,genomic,1,576
RKS1191,1,0,genomic,1,0
RKS5865,2,3.87,genomic,1,18576
RKS16194,1,0,genomic,1,0
RKS7956,1,980.06,genomic,1,4704288
OAZ1188,1,3.2045,genomic,1,15381.6
SFZ2023,1,0,genomic,1,0
DESO2260,1,0,genomic,1,0
RKS11661,1,103.05,genomic,1,494640
RKS19843,1,22.6464,genomic,1,108702.72
SFZ1944,1,0,genomic,1,0
SFZ1332,1,21.1422,genomic,1,101482.56
RKS3975,2,47.48,genomic,1,227903.99999999997
RKS20427,1,1.6547,genomic,1,7942.56
RKS21817,1,11998.7956,gblock,1,959903.648
RKS24123,1,167.8748,plasmid,1,13429.984
RKS20259,1,0,genomic,1,0
RKS16462,1,177.59,genomic,1,852432
DESO1716,1,0.12,genomic,1,576
RKS10261,1,21.74,genomic,1,104351.99999999999
RKS3129,1,0,genomic,1,0
RKS15905,1,0,genomic,1,0
RKS6404,1,2,genomic,1,9600
RKS7004,1,0.86,genomic,1,4128
RKS7350,1,0.05,genomic,1,240
RKS1156,1,2.81,genomic,1,13488
RKS7023,1,54.75,genomic,1,262800
RKS2769,1,0,genomic,1,0
RKS21838,1,144.5059,gblock,1,11560.472
RKS16939,1,0,genomic,1,0
RKS3411,1,2.2,genomic,1,10560
RKS17036,1,0,genomic,1,0
SFZ1173,1,49.0314,genomic,1,235350.72
RKS11990,1,347.36,genomic,1,1667328
RKS4716,2,984.69,genomic,1,4726512
RKS19435,1,3.1496,genomic,1,15118.08
RKS12073,1,8.39,genomic,1,40272
RKS2202,1,0,genomic,1,0
RKS9448,1,0,genomic,1,0
RKS17660,1,0,genomic,1,0
RKS21137,1,60236,gblock,1,4818880
RKS8654,1,0,genomic,1,0
RKS17699,1,0,genomic,1,0
RKS12330,1,9.51,genomic,1,45648
RKS2577,1,0,genomic,1,0
RKS15154,2,0.1,genomic,1,480
RKS2442,3,0.85,genomic,1,4080
RKS1699,3,0,genomic,1,0
RKS4693,1,62.03,genomic,1,297744
SFZ1791,1,0,genomic,1,0
RKS10601,1,3.11,genomic,1,14928
SFZ1423,1,4.4835,genomic,1,21520.8
RKS17061,1,0,genomic,1,0
DBS020,1,0,genomic,1,0
SFZ1989,1,0,genomic,1,0
RKS12322,1,36.9,genomic,1,177120
RKS18403,1,55.7264,genomic,1,267486.72
RKS14102,1,0,genomic,1,0
RKS3207,3,27.85,genomic,1,133680
RKS19349,1,108.7199,genomic,1,521855.52
RKS7808,1,8.67,genomic,1,41616
RKS20089,1,112.6752,genomic,1,540840.96
SFZ2073,1,0.0747,genomic,1,358.56
RKS10507,1,0,genomic,1,0
RKS19614,1,217.1537,genomic,1,1042337.76
RKS2925,1,0,genomic,1,0
RKS18934,1,0.4952,genomic,1,2376.96
RKS3795,3,0,genomic,1,0
RKS12756,1,0.03,genomic,1,144
SFZ1338,1,27.4414,genomic,1,131718.72
RKS13421,1,0.41,genomic,1,1967.9999999999998
SFZ1697,1,0,genomic,1,0
RKS17353,1,0,genomic,1,0
DESO2594,1,0,genomic,1,0
RKS3955,1,1.36,genomic,1,6528.000000000001
RKS15392,1,1311.82,genomic,1,6296736
RKS23610,1,0,plasmid,1,0
RKS12138,1,2.95,genomic,1,14160
RKS5164,1,59.65,genomic,1,286320
SFZ1378,1,5.8482,genomic,1,28071.36
RKS1497,1,0,genomic,1,0
RKS3681,1,0.38,genomic,1,1824
RKS20938,1,24,gblock,1,1920
RKS16348,1,0.55,genomic,1,2640
RKS19960,1,12.1744,genomic,1,58437.12
RKS2774,1,0.31,genomic,1,1488
USGS1695,1,0.01,genomic,1,48
SFZ1308,1,120.5624,genomic,1,578699.52
RKS10708,1,0.28,genomic,1,1344.0000000000002
SFZ2525,1,0,genomic,1,0
SFZ2053,1,0,genomic,1,0
DESO2331,1,4.37,genomic,1,20976
RKS2732,1,0,genomic,1,0
RKS14585,1,0.11,genomic,1,528
DESO1682,1,1.14,genomic,1,5471.999999999999
RKS11030,1,7.97,genomic,1,38256
DESO2458,1,0.06,genomic,1,288
RKS7843,1,11.16,genomic,1,53568
RKS6174,1,2.86,genomic,1,13728
RKS18199,1,0,genomic,1,0
RKS8829,1,7.63,genomic,1,36624
RKS16812,2,0,genomic,1,0
DESO2491,1,0,genomic,1,0
DESO1775,1,2.22,genomic,1,10656.000000000002
RKS7502,1,0.01,genomic,1,48
RKS8470,1,2.52,genomic,1,12096
RKS19785,2,100487,gblock,1,8038960
RKS15164,1,0.23,genomic,1,1104
RKS6890,1,0,genomic,1,0
RKS6024,3,0,genomic,1,0
RKS6673,1,0.01,genomic,1,48
YFS489,1,0,genomic,1,0
RKS4621,1,0.41,genomic,1,1967.9999999999998
RKS17297,1,0,genomic,1,0
RKS2486,2,5.97,genomic,1,28656
SFZ2283,1,0,genomic,1,0
SFZ2291,1,0,genomic,1,0
USGS1774,1,0.19,genomic,1,912
RKS14405,1,269.16,genomic,1,1291968.0000000002
RKS15229,1,48.41,genomic,1,232367.99999999997
RKS5869,3,8.98,genomic,1,43104
RKS5729,3,14.61,genomic,1,70128
USGS1704,1,0.05,genomic,1,240
DBS698,1,0,gblock,1,0
RKS3793,5,0.35,genomic,1,1680
RKS11997,1,78.48,genomic,1,376704
SFZ1756,1,0,genomic,1,0
